lon,lat,NDVI,NDWI,NDBI,Population,LST
25.660618101782713,60.979402173888566,0.5492961242372346,0.08526833474534384,0.046191176707150255,610,24.824732294549097
25.66926071459615,60.97921072438793,0.39697767107974696,0.009585701641225325,0.12744814375339003,594,27.198191008572365
25.665979909127174,60.98778130954677,0.25902449176763903,0.12184085739955086,0.24900261055892986,622,32.511160456450426
25.663979877262957,60.979244100598045,0.4183856292756054,-0.06597120300370946,0.1896913260520216,598,29.47664889891516
25.657340279606636,60.97953534643967,0.2811364534671512,0.09264345739165873,0.2986520464472907,588,28.01957443765985
25.657339917805043,60.98587217741143,0.2458099446255283,0.10128202258361284,-0.04110808597515858,632,30.060461450965203
25.655871254182525,60.98184661795185,0.17684559976505232,0.16356803063561692,0.06637045332246777,601,30.772953360547156
25.667992642186626,60.986097237240415,0.0872256789872421,0.17788977995422778,0.17912052698212397,578,30.487342077411693
25.66401672517615,60.97684976004834,0.2915114440160832,0.059714430487382605,0.541619712678567,592,31.70749687488423
25.665621088666942,60.98233842551775,0.37370802348801974,0.08795087882960537,0.17951374308552356,591,28.24021669183884
25.65530876741444,60.97643697680238,0.33550644949776653,0.03871033355114633,0.3953400074590937,589,32.44594043445978
25.66954864778243,60.976814491644916,0.2876049608078962,0.009754995615384496,0.2069399303811772,638,28.65677676057144
25.667486639612008,60.98778368689347,0.20813809089548282,0.12479158235045076,0.11294144526123769,587,29.57110574729212
25.658185086660176,60.97781018982453,0.4412369287527452,-0.001886843887727932,0.15558960365940072,641,27.29505446890077
25.65772737450811,60.98292146886958,0.15243021200801224,0.06682984795425095,0.1696844518348014,604,28.78166656152451
25.6577510676478,60.981344242833806,0.46640418707652126,0.020386083208061012,0.30865623301293293,553,30.86270318375419
25.659563633644396,60.98051546324136,0.19966744716099127,0.14397465490322078,0.4474300281637798,566,29.97010183774021
25.662871346474486,60.98769783349393,0.23713471439704475,0.24411440794131906,0.2647425525835378,620,29.988919972692155
25.661479175279634,60.97628370415808,0.12998222140764842,-0.004127038624266499,0.413673982173516,589,30.283762067181
25.659368437102973,60.98462926592028,0.2747896779671545,-0.04824147863180553,0.026337847226656608,645,28.3659700924921
25.664177793420837,60.98852412764477,0.49629686877169676,0.09000904917199462,0.12536650841347452,616,27.257565800968045
25.657092407909783,60.983282186385004,0.42734421326659344,0.10125582367662067,0.06962554384261999,587,26.024862883957088
25.65938216972803,60.98817869200643,0.49676331680420527,0.11749274454058382,0.2566000263574735,608,28.13965097736382
25.66049542764941,60.976679352430715,0.42832138189009034,0.06429435878125242,0.13538749066770556,599,27.21137873849587
25.661841049763257,60.98144431314796,0.1844495257204446,0.08394885609396546,0.3313591286661552,595,32.47391196138893
25.666777639420896,60.979382051282506,0.30038161635086635,0.1294008328432482,0.032419691906160536,583,29.602612585406824
25.657995106732375,60.985500672544745,0.2329701306323806,0.1832344714115871,0.20774557519783066,589,28.840975017752402
25.662713516576204,60.98875686217646,0.5495862356058561,-0.05640390162546263,0.3236344239822061,590,27.887235323982612
25.663886218532934,60.97933489081177,0.17048170303605326,0.07048484487748302,-0.1717544995073098,556,28.385346509729843
25.6556967561908,60.98450426981916,0.4840546534083666,0.11710470351528507,0.5818936353194366,635,30.31272032180874
25.664113172778524,60.97857526922588,0.48394308051631535,0.02656191163114112,0.14903266072162238,591,27.174337819766276
25.65755786185531,60.98334929330943,0.6244430302574131,0.23849357054138398,-0.1645071844617111,609,23.499299030242863
25.65597577389478,60.982031122326944,0.28854701110557535,0.049167209581701045,0.2284569017438215,622,29.28968190090793
25.6692332830588,60.98863606928521,0.4568483239370243,0.09669658503941737,0.20601982423516718,605,27.72583379128893
25.66948448049612,60.98391085454505,0.6922477754808264,0.14448176774738328,0.18525901167695127,614,26.541159244253457
25.66712596022175,60.98054358283713,0.25735374845994546,0.05269721689584844,0.37841440032679996,588,31.49015715612802
25.6595692065376,60.977483245203544,0.11974396287014605,-0.04772584382435335,0.3345400948568701,580,32.95448523924486
25.656465081710095,60.97796620877355,0.06799849491383542,0.06570763784667735,0.25361771438429215,533,32.57828281259006
25.665263495397685,60.97892912008936,0.45690680432919967,0.18235524447416324,0.2810280141103966,586,27.557463774490653
25.661602287406094,60.97926256659742,0.06752746879121241,0.07304838985718892,0.18121547910114444,602,31.77946546941861
25.656830573522672,60.98705800875193,0.29415214205931156,0.032285255883281724,0.5195883528632087,573,29.9229445149334
25.66242765365167,60.98329589624767,0.41559697805584406,0.17405377676021774,-0.06625528330439795,600,27.646906376914867
25.65551582781673,60.98280408184787,0.3777763305244871,0.0735380083181558,0.2251373013588614,654,25.320893959141966
25.668639806031184,60.9774919953343,0.41381672962762583,0.05918713490798262,0.21170443361398042,550,27.949919829881168
25.658881699724002,60.98718181601354,0.38334347837012805,0.11195648717306476,0.34639047309162674,588,30.45411376590961
25.664937834265313,60.98539658594171,0.5418298719970089,0.161660016769503,0.04810630206351815,584,23.9167175217473
25.659675666141343,60.9768796887047,0.20715254288918045,0.29053708253860366,-0.1138610684313765,582,28.017432814044348
25.66280102031767,60.985201856263984,0.2484507292312203,0.16617888861259383,0.2282281428976748,597,28.763405163341233
25.66320065419015,60.98306599682545,0.2341010832093764,0.19278719731106755,0.25062148859934874,637,29.415792589342484
25.657772816832885,60.97706242949471,0.4745287717793915,0.05952270408097158,0.46812789370057684,568,30.15604068493396
25.66954376941647,60.98195790833987,0.48505978825925955,0.017930551522441898,-0.028665168338515484,564,26.289287763871165
25.66662699235042,60.98230105173269,0.4176837978977762,0.10498650796952984,0.4078448780090096,571,26.65604472370647
25.669092484123464,60.97815506902212,0.5275240500334891,0.1085735932207677,0.6261345855248819,591,28.166135585474176
25.668422410256415,60.988294075911,0.17329386989354287,0.01371898069083223,0.13200232024595415,630,31.448321162334313
25.663968499682166,60.98704967982925,0.6000836167326705,0.08597643760767898,-0.03236959950878032,614,25.313748184629176
25.668828113525347,60.98469729038528,0.5784857932568387,0.13194540813753047,0.1267446140527932,577,27.831536214364924
25.65632738753078,60.982009842293,0.460343299586862,0.12883147160144642,0.20252089412684854,556,29.35637506690409
25.65793974293629,60.981352952040595,0.617269836315659,0.1403430282707418,0.30148181750124464,581,25.9664693008625
25.65567840933366,60.98446265507296,0.10150651884833392,0.12327717841099545,0.09354894862915147,567,33.31428233414197
25.65987995496145,60.983090614302284,0.2713327795606022,0.059439307258395545,0.4799357361465216,599,31.21534430332021
25.660830159345345,60.976809550376466,0.23970448089770713,0.05888794986809255,-0.0006158167014510829,605,27.477394199919114
25.65907023547661,60.98266253443401,0.45822189856360146,0.004083888160489921,-0.11305692739110396,576,25.1188199464432
25.66743106263728,60.986483247024026,0.19247888905967814,0.2427820031348076,0.3992078763717171,568,28.170042231881798
25.660351299900405,60.98197011840876,0.4636242724006228,0.10107602916954345,-0.2094317856171159,615,26.96236128468158
25.65921401764531,60.976675435508206,0.555580421599507,0.08201175553641185,0.1632566416029111,586,28.263414753865796
25.663140441247375,60.98622161659199,0.45428043501259985,0.0256966334838033,0.7611826032574485,596,29.9205924423913
25.657113863374622,60.978617729167766,0.39256265354922515,0.3348526321862223,0.19783216046721233,609,27.201347384694067
25.667032954711313,60.97936207085354,0.2018189988648876,0.014133757422168367,-0.0017381771253249245,616,29.27570872926776
25.656118259655198,60.97814118259462,0.22297235508119528,0.06569216595151414,0.18966845651837713,587,28.73278702787323
25.669803304049008,60.980292795843326,0.5374428357945,0.13326694690288485,0.19085585804848398,625,24.51478351211186
25.666583671539453,60.98583776957395,0.4669023505857998,0.14801703725954224,0.228916989263561,581,27.169998193412443
25.657980735223013,60.98275201617355,0.34414707209336837,0.17663456441725472,0.31920733678873153,602,28.762574291195843
25.655082831756854,60.97866345656396,0.2873135681351164,0.24460868062154106,0.012959989693806961,618,27.240704725760523
25.667231921426826,60.98741179101597,0.04612881903329347,0.14049261243685698,0.5037586499426229,593,33.59304514713339
25.665602860157716,60.987434564114366,0.18937213719733417,0.015517536002666601,0.24412057118707123,624,32.48787303737228
25.665935107520617,60.9873175195256,0.6367128630709584,0.07944438999025749,0.3308229283523247,639,26.29376450580352
25.66656905520029,60.97910435074796,0.15793166434962996,0.1246265898011108,0.08693310804398435,614,30.000933833829915
25.656110669776012,60.98186611147435,0.37842197318316206,0.26545808332046594,0.431548784659196,604,30.088943354656077
25.660376985928167,60.98880486552983,0.5011165959792797,-0.011824438273943763,0.15373056641364838,595,27.801662265326225
25.65673803589288,60.98603616219203,0.16176159979965613,0.19620612041801822,0.24995945242883572,582,29.720214125984985
25.667946551388134,60.97635317647593,0.37770657121716245,0.11439314956371335,0.03204090610632035,580,27.347652823512004
25.664349471902415,60.976847659686385,0.4906873306265982,0.16702644281835846,0.020552307247617196,568,26.50840899296751
25.65996347037279,60.98203110789856,0.35187489828608753,0.09184042266912544,0.3238769551615189,630,28.05496987508793
25.655953375254292,60.9878198626762,0.7802604583500152,0.032605389589893896,0.12015077056267054,585,25.506730684061996
25.659664734825736,60.983003123373386,0.09971011116827072,0.16006982235210657,0.04631184424921214,616,31.750467173013178
25.659877749830404,60.982471562604445,0.5088092794825818,0.1523544821684497,0.08422699843513454,612,25.31686944274625
25.665944092675073,60.97737115809944,0.3240797393905303,0.17776455725917775,0.3258115529091358,632,29.677182273789782
25.66456336207033,60.98453814136141,0.4657880232255012,0.09893562916970917,0.08677318498335004,595,27.5266858981412
25.668308191138646,60.9866873410878,0.41619607275488685,0.052014238134412055,0.1788221123116105,625,27.350192244323054
25.66208322387743,60.980945460097594,0.2400265704335005,-0.024702959601907326,0.20270499505167747,598,30.664009759606493
25.656793913689075,60.98608295406203,0.38434945886890104,0.16554986145115252,-0.1451227994818538,579,26.14302578161701
25.665698671808347,60.988538196500706,0.0713147822902569,0.1339111585955189,-0.0648027529672332,568,27.870800370340913
25.666411775729255,60.97864896396866,0.44048712508570903,0.022737389370883265,0.2605300200645613,574,28.7890902805919
25.663419157963546,60.98280328520553,0.3947237698985788,0.05691410613627007,0.06733471499251453,617,26.199857373035243
25.66656450769932,60.9797327934551,0.4457990252964653,0.06265929504388476,0.3902104840304753,524,29.870338188081
25.662406933945466,60.98630710744744,0.5087177487630725,-0.018638754558593443,0.374025278765098,576,27.559437158474978
25.66284099244073,60.98350871375645,0.4051429760314566,0.034585408271589305,0.3294503599439787,580,28.787973654141165
25.66141311527538,60.98424957142815,0.3722134129697414,0.009293571455491673,0.5275589217162675,605,32.272073382369605
25.65538128690116,60.986372884075,0.21783974950080615,0.06700167904896506,0.18504392100622705,619,30.564518969717017
25.6566183714049,60.98114761614461,0.24316688545264234,0.04090420013363498,0.31679874666269103,643,29.337042321559363
25.6554714377853,60.987896170889286,0.5280101930265997,-0.030160393669339897,0.09480782421271443,595,25.351326311059413
25.664546156168957,60.982929375274196,0.5654503108558968,0.26180721844555854,0.6414265843163702,625,27.939471395654106
25.659715339716147,60.97805341269686,0.31428343455319185,0.20020325848233847,0.5570540574384835,588,31.248453123679965
25.662628560367473,60.985046688536194,0.3569004120879911,0.037678446278401154,0.20213847821320255,573,29.106751187483425
25.668613497108893,60.98631239755569,0.21430784375093506,0.1217937117322888,0.2695855213829346,597,29.291330789995946
25.658739383437233,60.980117901801876,0.5259135267901167,0.1333972071857036,0.44467356788566503,602,26.812063135118485
25.661155743845537,60.987143330340984,0.4498125235537668,0.19528686838187814,0.17351488913346075,606,27.507003580220463
25.666333267078148,60.98777986231195,0.6411826154695623,0.03451159786719371,0.08180766725605317,561,24.879252976290918
25.658431972482376,60.97959975833591,0.21825153842303915,0.1873685427185941,0.3573181551812389,635,33.25794698363855
25.656154698647434,60.988785779145296,0.2932988151472674,0.0561675756634452,0.2141190642950606,638,29.503147895183048
25.65934627179371,60.977829249864634,0.38471688837883583,-0.00686899233348906,0.2329390009361469,584,30.91617549206932
25.65741831930881,60.97862620368923,0.4469734306588656,0.1579309247451598,0.04983115824776624,633,25.216999550937256
25.66894546478514,60.97839492291009,0.31764985436785514,0.20326067392979424,-0.10918098670541132,604,24.878777986825547
25.66712180569347,60.9876218662301,0.21905583643194493,0.3070327178824548,0.2425056337782382,602,28.203275125671976
25.664501056347657,60.98450580318022,0.4822111293385356,0.004021978792782918,0.36289316746895595,623,30.016137512794188
